Crash_Day,Crash_Date,Borough,Latitude,Longitude,Number_of_Persons_Injured,Aftermath of Accident,Number_of_Persons_Killed,Contributing_Factor,Collision_ID
Tuesday,06-10-2021 00:00,QUEENS,40.68074,-73.76963,0,No Injury,0,Passing Too Closely,4465137
Tuesday,06-10-2021 00:00,BRONX,40.87067,-73.85645,0,No Injury,0,Passing or Lane Usage Improper,4465038
Tuesday,06-10-2021 00:00,MANHATTAN,40.814373,-73.941475,0,No Injury,0,Following Too Closely,4465230
Wednesday,06-10-2021 00:00,MANHATTAN,40.75898,-73.96244,1,Injured,0,Driver Inattention,4464837
Wednesday,06-10-2021 00:10,BRONX,40.86774,-73.85955,1,Injured,0,Traffic Control Disregarded,4464927
Wednesday,06-10-2021 00:33,MANHATTAN,40.854828,-73.93132,2,Injured,0,Traffic Control Disregarded,4466162
Wednesday,06-10-2021 00:50,BROOKLYN,40.711216,-73.94043,0,No Injury,0,Following Too Closely,4464896
Wednesday,06-10-2021 01:21,STATEN ISLAND,40.59034,-74.06663,0,No Injury,0,Driver Inattention,4465111
Wednesday,06-10-2021 02:15,QUEENS,40.745827,-73.88526,0,No Injury,0,Driver Inattention,4464870
Wednesday,06-10-2021 02:45,QUEENS,40.754776,-73.85376,0,No Injury,0,Fell Asleep,4464859
Wednesday,06-10-2021 04:32,QUEENS,40.7215085,-73.7893972,0,No Injury,0,Road Rage,4468735
Wednesday,06-10-2021 05:05,BROOKLYN,40.711166,-73.9489,3,Injured,0,Driver Inattention,4464887
Wednesday,06-10-2021 05:34,BROOKLYN,40.673267,-73.98952,1,Injured,0,Failure to Yield Right-of-Way,4465188
Wednesday,06-10-2021 06:17,MANHATTAN,40.769634,-73.94841,1,Injured,0,Reaction to Uninvolved Vehicle,4464919
Wednesday,06-10-2021 06:20,QUEENS,40.787884,-73.84103,1,Injured,0,View Obstructed,4465464
Wednesday,06-10-2021 06:30,BROOKLYN,40.681465,-73.970535,1,Injured,0,Failure to Yield Right-of-Way,4465451
Wednesday,06-10-2021 07:00,BROOKLYN,40.633125,-73.915695,0,No Injury,0,Passing Too Closely,4465084
Wednesday,06-10-2021 07:04,BRONX,40.89466,-73.86137,0,No Injury,0,Following Too Closely,4465064
Wednesday,06-10-2021 07:10,MANHATTAN,40.8012713,-73.9362873,0,No Injury,0,Following Too Closely,4466288
Wednesday,06-10-2021 07:45,QUEENS,40.7466701,-73.9478358,1,Injured,0,Driver Inattention,4467408
Wednesday,06-10-2021 07:50,QUEENS,40.768658,-73.90979,0,No Injury,0,Glare,4465300
Wednesday,06-10-2021 07:51,QUEENS,40.705128,-73.82819,0,No Injury,0,Following Too Closely,4465565
Wednesday,06-10-2021 07:58,BRONX,40.830944,-73.89766,0,No Injury,0,Passing Too Closely,4464932
Wednesday,06-10-2021 08:00,STATEN ISLAND,40.554695,-74.17314,0,No Injury,0,Driver Inattention,4466189
Wednesday,06-10-2021 08:00,BRONX,40.836945,-73.91532,0,No Injury,0,Passing or Lane Usage Improper,4465995
Wednesday,06-10-2021 08:00,BROOKLYN,40.69221,-73.92293,0,No Injury,0,Driver Inattention,4464966
Wednesday,06-10-2021 08:00,QUEENS,40.745827,-73.90111,0,No Injury,0,Backing Unsafely,4464962
Wednesday,06-10-2021 08:03,BROOKLYN,40.616848,-73.91169,1,Injured,0,Failure to Yield Right-of-Way,4464985
Wednesday,06-10-2021 08:05,BRONX,40.83135,-73.82684,1,Injured,0,View Obstructed,4464998
Wednesday,06-10-2021 08:19,QUEENS,40.696804,-73.79411,3,Injured,0,Failure to Yield Right-of-Way,4465974
Wednesday,06-10-2021 08:20,BROOKLYN,40.6082,-73.920715,0,No Injury,0,Driver Inattention,4464993
Wednesday,06-10-2021 08:20,BROOKLYN,40.664333,-73.89684,0,No Injury,0,Reaction to Uninvolved Vehicle,4465059
Wednesday,06-10-2021 08:27,MANHATTAN,40.712307,-73.99437,1,Injured,0,Driver Inattention,4465714
Wednesday,06-10-2021 08:30,BROOKLYN,40.7084944,-73.9388628,0,No Injury,0,Driver Inattention,4464996
Wednesday,06-10-2021 08:35,QUEENS,40.678703,-73.781746,0,No Injury,0,Traffic Control Disregarded,4464931
Wednesday,06-10-2021 08:40,QUEENS,40.665997,-73.81648,0,No Injury,0,Passing or Lane Usage Improper,4464972
Wednesday,06-10-2021 08:46,BRONX,40.884346,-73.88706,2,Injured,0,Traffic Control Disregarded,4465238
Wednesday,06-10-2021 08:50,MANHATTAN,40.80538,-73.93458,1,Injured,0,Failure to Yield Right-of-Way,4465285
Wednesday,06-10-2021 09:00,QUEENS,40.68221,-73.77257,0,No Injury,0,Failure to Yield Right-of-Way,4464976
Wednesday,06-10-2021 09:00,BROOKLYN,40.68049,-73.89252,0,No Injury,0,Passing or Lane Usage Improper,4465060
Wednesday,06-10-2021 09:00,MANHATTAN,40.80123,-73.94996,0,No Injury,0,Passing Too Closely,4465829
Wednesday,06-10-2021 09:00,QUEENS,40.66612,-73.82225,0,No Injury,0,Following Too Closely,4464973
Wednesday,06-10-2021 09:05,MANHATTAN,40.802483,-73.946754,0,No Injury,0,Passing Too Closely,4465793
Wednesday,06-10-2021 09:06,BROOKLYN,40.636406,-73.9673,0,No Injury,0,Other Vehicular,4465258
Wednesday,06-10-2021 09:30,MANHATTAN,40.71384,-73.99273,1,Injured,0,Failure to Yield Right-of-Way,4465001
Wednesday,06-10-2021 09:46,QUEENS,40.763874,-73.92251,1,Injured,0,Passenger Distraction,4464957
Wednesday,06-10-2021 09:50,BROOKLYN,40.6028547,-73.9844572,0,No Injury,0,Traffic Control Disregarded,4467127
Wednesday,06-10-2021 09:50,MANHATTAN,40.780437,-73.94989,1,Injured,0,Driver Inattention,4465149
Wednesday,06-10-2021 09:51,BRONX,40.849106,-73.89495,1,Injured,0,Outside Car Distraction,4464959
Wednesday,06-10-2021 10:00,BROOKLYN,40.610046,-73.97325,0,No Injury,0,Driver Inattention,4464970
Wednesday,06-10-2021 10:09,BROOKLYN,40.699165,-73.914925,0,No Injury,0,Passing or Lane Usage Improper,4465181
Wednesday,06-10-2021 10:15,BROOKLYN,40.626858,-73.96824,0,No Injury,0,Driver Inattention,4465651
Wednesday,06-10-2021 10:22,QUEENS,40.76471,-73.830696,0,No Injury,0,Backing Unsafely,4465155
Wednesday,06-10-2021 10:28,QUEENS,40.68899,-73.85309,0,No Injury,0,Following Too Closely,4465116
Wednesday,06-10-2021 10:30,STATEN ISLAND,40.564762,-74.10083,0,No Injury,0,Turning Improperly,4465113
Wednesday,06-10-2021 10:30,MANHATTAN,40.79814,-73.94051,0,No Injury,0,Unsafe Lane Changing,4464950
Wednesday,06-10-2021 10:35,MANHATTAN,40.83492,-73.944244,0,No Injury,0,Driver Inexperience,4466181
Wednesday,06-10-2021 10:50,MANHATTAN,40.7580218,-73.9817932,0,No Injury,0,Driver Inexperience,4468031
Wednesday,06-10-2021 10:52,BROOKLYN,40.67274,-73.899,0,No Injury,0,Turning Improperly,4465044
Wednesday,06-10-2021 10:55,BRONX,40.868004,-73.88425,0,No Injury,0,Backing Unsafely,4465481
Wednesday,06-10-2021 10:55,MANHATTAN,40.721672,-73.992035,1,Injured,0,Road Rage,4465719
Wednesday,06-10-2021 11:00,BRONX,40.86923,-73.89604,0,No Injury,0,Following Too Closely,4465243
Wednesday,06-10-2021 11:00,QUEENS,40.75203,-73.92915,1,Injured,0,Failure to Yield Right-of-Way,4465697
Wednesday,06-10-2021 11:05,BROOKLYN,40.668007,-73.980644,0,No Injury,0,Backing Unsafely,4465186
Wednesday,06-10-2021 11:26,BROOKLYN,40.683514,-73.97596,1,Injured,0,Following Too Closely,4465189
Wednesday,06-10-2021 11:35,QUEENS,40.692066,-73.7654,1,Injured,0,Failure to Yield Right-of-Way,4464975
Wednesday,06-10-2021 11:38,MANHATTAN,40.728386,-73.9777,0,No Injury,0,Road Rage,4465652
Wednesday,06-10-2021 11:40,BROOKLYN,40.60897,-73.979866,0,No Injury,0,Passing or Lane Usage Improper,4464969
Wednesday,06-10-2021 11:40,BROOKLYN,40.681934,-73.922554,0,No Injury,0,Passing Too Closely,4465827
Wednesday,06-10-2021 11:50,BRONX,40.893295,-73.857,0,No Injury,0,Driver Inattention,4465024
Wednesday,06-10-2021 12:00,QUEENS,40.69474,-73.80625,4,Injured,0,Failure to Yield Right-of-Way,4465010
Wednesday,06-10-2021 12:06,BRONX,0,0,1,Injured,0,Backing Unsafely,4465032
Wednesday,06-10-2021 12:07,BROOKLYN,40.671593,-73.9843,0,No Injury,0,Passing Too Closely,4465183
Wednesday,06-10-2021 12:25,MANHATTAN,40.802593,-73.95103,0,No Injury,0,Unsafe Speed,4465828
Wednesday,06-10-2021 12:30,BROOKLYN,40.665344,-73.900856,0,No Injury,0,Turning Improperly,4465045
Wednesday,06-10-2021 12:37,BROOKLYN,40.67443,-73.96694,1,Injured,0,Following Too Closely,4465803
Wednesday,06-10-2021 12:45,BROOKLYN,40.6702118,-73.8983398,0,No Injury,0,Turning Improperly,4467258
Wednesday,06-10-2021 12:55,BRONX,40.826324,-73.88351,1,Injured,0,Drugs (illegal),4465202
Wednesday,06-10-2021 13:00,BROOKLYN,40.684082,-73.90864,0,No Injury,0,Driver Inattention,4465182
Wednesday,06-10-2021 13:10,BROOKLYN,40.6866823,-73.9793644,1,Injured,0,Driver Inattention,4467197
Wednesday,06-10-2021 13:31,BROOKLYN,40.7214426,-73.9452203,0,No Injury,0,Passing Too Closely,4466896
Wednesday,06-10-2021 13:40,MANHATTAN,40.748684,-73.98915,0,No Injury,0,Passing or Lane Usage Improper,4465754
Wednesday,06-10-2021 13:45,BROOKLYN,40.667336,-73.99124,1,Injured,0,Driver Inattention,4465175
Wednesday,06-10-2021 13:45,MANHATTAN,40.733738,-73.97719,1,Injured,0,Pedestrian Confusion,4465005
Wednesday,06-10-2021 14:00,MANHATTAN,40.7592705,-73.9808868,1,Injured,0,Failure to Yield Right-of-Way,4466466
Wednesday,06-10-2021 14:15,STATEN ISLAND,40.5732959,-74.1337868,0,No Injury,0,Driver Inattention,4467533
Wednesday,06-10-2021 14:25,BROOKLYN,40.641945,-73.916626,0,No Injury,0,Following Too Closely,4465085
Wednesday,06-10-2021 14:27,MANHATTAN,40.73103,-73.989815,1,Injured,0,Backing Unsafely,4466153
Wednesday,06-10-2021 14:30,BROOKLYN,40.654457,-73.960785,0,No Injury,0,Driver Inexperience,4465267
Wednesday,06-10-2021 14:40,QUEENS,40.6066288,-73.7482855,0,No Injury,0,Passing Too Closely,4466438
Wednesday,06-10-2021 14:44,BROOKLYN,40.67125,-73.97134,0,No Injury,0,Passing Too Closely,4465979
Wednesday,06-10-2021 14:50,MANHATTAN,40.751656,-73.99014,0,No Injury,0,Driver Inattention,4465757
Wednesday,06-10-2021 14:50,QUEENS,40.66036,-73.841194,0,No Injury,0,Road Rage,4465140
Wednesday,06-10-2021 14:52,BROOKLYN,40.667236,-73.93525,0,No Injury,0,Driver Inattention,4465119
Wednesday,06-10-2021 14:55,MANHATTAN,40.849285,-73.93894,0,No Injury,0,Traffic Control Disregarded,4466172
Wednesday,06-10-2021 14:56,BRONX,40.875896,-73.88477,0,No Injury,0,Backing Unsafely,4465262
Wednesday,06-10-2021 14:59,QUEENS,40.65973,-73.74174,1,Injured,0,Failure to Yield Right-of-Way,4465017
Wednesday,06-10-2021 15:10,QUEENS,40.687016,-73.77487,1,Injured,0,Failure to Yield Right-of-Way,4465128
Wednesday,06-10-2021 15:20,BROOKLYN,40.662807,-73.89646,0,No Injury,0,Backing Unsafely,4465050
Wednesday,06-10-2021 15:20,BRONX,40.82196,-73.9085,0,No Injury,0,Steering Failure,4465319
Wednesday,06-10-2021 15:30,MANHATTAN,40.8084473,-73.9449951,0,No Injury,0,Unsafe Lane Changing,4468700
Wednesday,06-10-2021 15:30,BROOKLYN,40.6818566,-73.96759,0,No Injury,0,Driver Inattention,4466602
Wednesday,06-10-2021 15:30,QUEENS,40.67165,-73.741005,1,Injured,0,Failure to Yield Right-of-Way,4465029
Wednesday,06-10-2021 15:30,MANHATTAN,40.75066,-73.987785,1,Injured,0,Driver Inattention,4465071
Wednesday,06-10-2021 16:00,BROOKLYN,40.67573,-73.9746,1,Injured,0,Driver Inattention,4465192
Wednesday,06-10-2021 16:00,BRONX,40.820564,-73.905235,0,No Injury,0,Failure to Yield Right-of-Way,4465316
Wednesday,06-10-2021 16:00,QUEENS,40.765087,-73.782875,0,No Injury,0,Driver Inattention,4465066
Wednesday,06-10-2021 16:00,BROOKLYN,40.67619,-73.9081,1,Injured,0,Reaction to Uninvolved Vehicle,4465115
Wednesday,06-10-2021 16:00,BROOKLYN,40.674423,-73.97234,0,No Injury,0,Driver Inattention,4465191
Wednesday,06-10-2021 16:02,BROOKLYN,40.69118,-73.868065,0,No Injury,0,Other Vehicular,4466111
Wednesday,06-10-2021 16:10,BROOKLYN,40.699238,-73.95487,0,No Injury,0,Oversized Vehicle,4465132
Wednesday,06-10-2021 16:10,QUEENS,40.66708,-73.81033,0,No Injury,0,Traffic Control Disregarded,4465079
Wednesday,06-10-2021 16:11,BRONX,40.82054,-73.930786,0,No Injury,0,Passing Too Closely,4465680
Wednesday,06-10-2021 16:15,BROOKLYN,40.67443,-73.96694,1,Injured,0,Driver Inattention,4465880
Wednesday,06-10-2021 16:20,MANHATTAN,40.736164,-73.97891,1,Injured,0,Failure to Yield Right-of-Way,4465676
Wednesday,06-10-2021 16:20,QUEENS,40.68815,-73.84884,1,Injured,0,Traffic Control Disregarded,4465511
Wednesday,06-10-2021 16:20,BROOKLYN,40.64545,-73.97311,0,No Injury,0,Other Vehicular,4465726
Wednesday,06-10-2021 16:30,BROOKLYN,40.597923,-73.9872,1,Injured,0,Driver Inattention,4465599
Wednesday,06-10-2021 16:34,QUEENS,40.770706,-73.828636,0,No Injury,0,Passing Too Closely,4465158
Wednesday,06-10-2021 16:35,QUEENS,40.675885,-73.7557617,0,No Injury,0,Following Too Closely,4467205
Wednesday,06-10-2021 16:38,BROOKLYN,40.652447,-73.92561,0,No Injury,0,Turning Improperly,4466243
Wednesday,06-10-2021 16:40,QUEENS,40.75576,-73.73939,0,No Injury,0,Glare,4465067
Wednesday,06-10-2021 16:41,BRONX,40.895195,-73.859795,0,No Injury,0,Driver Inattention,4465213
Wednesday,06-10-2021 16:43,QUEENS,40.77584,-73.922455,1,Injured,0,Following Too Closely,4465301
Wednesday,06-10-2021 16:50,BRONX,40.867256,-73.88363,1,Injured,0,Traffic Control Disregarded,4465298
Wednesday,06-10-2021 16:50,BROOKLYN,40.696785,-73.95659,0,No Injury,0,Passing or Lane Usage Improper,4465758
Wednesday,06-10-2021 17:08,BROOKLYN,40.6835047,-73.9115123,1,Injured,0,Driver Inexperience,4468362
Wednesday,06-10-2021 17:08,BROOKLYN,40.68995,-73.93124,1,Injured,0,Driver Inattention,4465823
Wednesday,06-10-2021 17:10,BROOKLYN,40.6107571,-73.9627161,0,No Injury,0,Traffic Control Disregarded,4466950
Wednesday,06-10-2021 17:10,BROOKLYN,40.6757,-73.89729,0,No Injury,0,Unsafe Speed,4465073
Wednesday,06-10-2021 17:10,BRONX,40.881397,-73.85427,0,No Injury,0,Backing Unsafely,4465039
Wednesday,06-10-2021 17:17,MANHATTAN,40.79581,-73.96911,1,Injured,0,Passing or Lane Usage Improper,4465072
Wednesday,06-10-2021 17:20,QUEENS,40.710728,-73.91863,0,No Injury,0,Passing or Lane Usage Improper,4465359
Wednesday,06-10-2021 17:30,MANHATTAN,40.7434737,-73.9767593,0,No Injury,0,Passing or Lane Usage Improper,4468283
Wednesday,06-10-2021 17:30,MANHATTAN,40.7533873,-73.996304,0,No Injury,0,Following Too Closely,4466706
Wednesday,06-10-2021 17:30,QUEENS,40.73376,-73.93743,0,No Injury,0,Passing Too Closely,4465364
Wednesday,06-10-2021 17:35,BRONX,40.881264,-73.83875,1,Injured,0,Driver Inattention,4465811
Wednesday,06-10-2021 17:35,BRONX,40.854263,-73.869385,0,No Injury,0,Passing or Lane Usage Improper,4465211
Wednesday,06-10-2021 17:40,BROOKLYN,40.655397,-73.9297608,1,Injured,0,Driver Inattention,4465087
Wednesday,06-10-2021 17:40,BRONX,40.858376,-73.89637,0,No Injury,0,Passing Too Closely,4465200
Wednesday,06-10-2021 17:45,BRONX,40.88078,-73.88347,0,No Injury,0,Following Too Closely,4465289
Wednesday,06-10-2021 17:45,BROOKLYN,40.676147,-73.98391,1,Injured,0,Traffic Control Disregarded,4465184
Wednesday,06-10-2021 17:50,BRONX,40.844685,-73.89176,0,No Injury,0,Passing or Lane Usage Improper,4474279
Wednesday,06-10-2021 17:50,QUEENS,40.727226,-73.71051,0,No Injury,0,Failure to Yield Right-of-Way,4465031
Wednesday,06-10-2021 17:55,BROOKLYN,40.698643,-73.94697,0,No Injury,0,Driver Inattention,4474844
Wednesday,06-10-2021 17:58,QUEENS,40.68019,-73.75545,1,Injured,0,Turning Improperly,4465134
Wednesday,06-10-2021 18:00,QUEENS,40.71186,-73.73554,1,Injured,0,Driver Inattention,4465021
Wednesday,06-10-2021 18:00,BROOKLYN,40.680847,-73.92563,0,No Injury,0,Driver Inexperience,4465794
Wednesday,06-10-2021 18:03,QUEENS,40.5962568,-73.766834,0,No Injury,0,Passing or Lane Usage Improper,4466439
Wednesday,06-10-2021 18:15,BROOKLYN,40.6786223,-73.927268,0,No Injury,0,Failure to Yield Right-of-Way,4468119
Wednesday,06-10-2021 18:15,BRONX,40.86514,-73.801544,0,No Injury,0,Brakes Defective,4465227
Wednesday,06-10-2021 18:20,MANHATTAN,40.7601559,-73.998798,0,No Injury,0,Road Rage,4467430
Wednesday,06-10-2021 18:30,QUEENS,40.66561,-73.73568,0,No Injury,0,Passing or Lane Usage Improper,4465098
Wednesday,06-10-2021 18:40,MANHATTAN,40.7609926,-73.990759,1,Injured,0,Failure to Yield Right-of-Way,4466308
Wednesday,06-10-2021 18:40,MANHATTAN,40.738686,-73.99588,1,Injured,0,Driver Inattention,4465713
Wednesday,06-10-2021 18:40,MANHATTAN,40.7501,-73.974945,1,Injured,0,Driver Inattention,4465453
Wednesday,06-10-2021 18:41,BROOKLYN,40.619083,-73.950264,1,Injured,0,Driver Inattention,4465787
Wednesday,06-10-2021 19:00,BROOKLYN,40.70028,-73.941154,1,Injured,0,Driver Inattention,4465198
Wednesday,06-10-2021 19:00,QUEENS,40.708694,-73.80362,0,No Injury,0,Driver Inattention,4465458
Wednesday,06-10-2021 19:10,BROOKLYN,40.64519,-73.948,1,Injured,0,Other Vehicular,4465088
Wednesday,06-10-2021 19:20,BRONX,40.817795,-73.89319,1,Injured,0,Failure to Yield Right-of-Way,4465306
Wednesday,06-10-2021 19:30,QUEENS,40.667027,-73.81326,0,No Injury,0,Following Too Closely,4466008
Wednesday,06-10-2021 19:30,QUEENS,40.709415,-73.76293,0,No Injury,0,Driver Inattention,4465338
Wednesday,06-10-2021 20:00,MANHATTAN,40.8098677,-73.9513113,1,Injured,0,Driver Inattention,4467042
Wednesday,06-10-2021 20:04,BRONX,40.83147,-73.90566,2,Injured,0,Passenger Distraction,4465710
Wednesday,06-10-2021 20:15,QUEENS,40.665478,-73.748795,0,No Injury,0,Following Too Closely,4465100
Wednesday,06-10-2021 20:19,QUEENS,40.7636871,-73.8144329,0,No Injury,0,Backing Unsafely,4468940
Wednesday,06-10-2021 20:24,MANHATTAN,40.800507,-73.96798,1,Injured,0,Failure to Yield Right-of-Way,4465163
Wednesday,06-10-2021 20:25,STATEN ISLAND,40.611427,-74.116844,1,Injured,0,Pedestrian Confusion,4465109
Wednesday,06-10-2021 20:30,BROOKLYN,40.6810657,-73.9253854,1,Injured,0,Driver Inattention,4467991
Wednesday,06-10-2021 20:30,QUEENS,40.745728,-73.86213,1,Injured,0,Driver Inattention,4466072
Wednesday,06-10-2021 20:55,BROOKLYN,40.595104,-74.00091,0,No Injury,0,Driver Inattention,4465606
Wednesday,06-10-2021 21:03,QUEENS,40.742805,-73.90428,1,Injured,0,Traffic Control Disregarded,4465247
Wednesday,06-10-2021 21:05,BROOKLYN,40.6431097,-74.0160711,1,Injured,0,Unsafe Speed,4467231
Wednesday,06-10-2021 21:05,QUEENS,40.76217,-73.87041,0,No Injury,0,Driver Inattention,4465370
Wednesday,06-10-2021 21:10,QUEENS,40.720375,-73.855515,0,No Injury,0,Failure to Yield Right-of-Way,4465122
Wednesday,06-10-2021 21:15,QUEENS,40.670223,-73.72855,1,Injured,0,Failure to Yield Right-of-Way,4465101
Wednesday,06-10-2021 21:38,QUEENS,40.698856,-73.904076,0,No Injury,0,Passing Too Closely,4466226
Wednesday,06-10-2021 21:38,BRONX,40.862595,-73.83153,3,Injured,0,Following Too Closely,4465333
Wednesday,06-10-2021 21:40,QUEENS,40.65912,-73.72667,0,No Injury,0,Backing Unsafely,4465102
Wednesday,06-10-2021 21:53,MANHATTAN,40.854904,-73.92965,0,No Injury,0,Turning Improperly,4466177
Wednesday,06-10-2021 22:07,QUEENS,40.690536,-73.807335,0,No Injury,0,Unsafe Speed,4465339
Wednesday,06-10-2021 22:21,BROOKLYN,40.6383153,-73.9140952,0,No Injury,0,Fell Asleep,4465126
Wednesday,06-10-2021 22:36,QUEENS,40.767935,-73.9202734,1,Injured,0,Other Vehicular,4467880
Wednesday,06-10-2021 22:38,STATEN ISLAND,40.61258,-74.129166,0,No Injury,0,Driver Inattention,4465683
Wednesday,06-10-2021 22:40,BROOKLYN,40.710243,-73.9584,2,Injured,0,Passing or Lane Usage Improper,4465133
Wednesday,06-10-2021 22:50,BROOKLYN,40.62775,-73.93462,1,Injured,0,Driver Inattention,4465153
Wednesday,06-10-2021 22:50,QUEENS,40.734985,-73.85066,1,Injured,0,Failure to Yield Right-of-Way,4465123
Wednesday,06-10-2021 22:56,BRONX,40.837864,-73.86356,1,Injured,0,Driver Inattention,4473112
Wednesday,06-10-2021 23:00,BROOKLYN,40.636074,-73.951096,0,No Injury,0,Road Rage,4465628
Wednesday,06-10-2021 23:10,BROOKLYN,40.66969,-73.995834,0,No Injury,0,Passing or Lane Usage Improper,4465199
Wednesday,06-10-2021 23:30,BRONX,40.845493,-73.883484,1,Injured,0,Driver Inattention,4465195
Wednesday,06-10-2021 23:51,MANHATTAN,40.7341384,-73.9991845,0,No Injury,0,Driver Inattention,4466372
Wednesday,06-10-2021 23:54,BROOKLYN,40.63771,-73.948166,0,No Injury,0,Following Too Closely,4465540
Wednesday,07-10-2021 00:00,QUEENS,40.7459115,-73.9528779,1,Injured,0,Backing Unsafely,4467183
Wednesday,07-10-2021 00:00,QUEENS,40.589596,-73.791145,0,No Injury,0,Other Vehicular,4465692
Wednesday,07-10-2021 00:15,MANHATTAN,40.80275,-73.93358,1,Injured,0,Driver Inattention,4465206
Thursday,07-10-2021 00:41,MANHATTAN,40.7647362,-73.988033,1,Injured,0,Driver Inattention,4466332
Thursday,07-10-2021 01:36,BROOKLYN,40.64488,-73.893,0,No Injury,0,Backing Unsafely,4465501
Thursday,07-10-2021 01:50,BRONX,40.831966,-73.8967,0,No Injury,0,Alcohol Involvement,4465167
Thursday,07-10-2021 02:54,STATEN ISLAND,40.5567026,-74.1159471,0,No Injury,0,Driver Inattention,4466986
Thursday,07-10-2021 03:00,QUEENS,40.742382,-73.91195,0,No Injury,0,Driver Inattention,4465244
Thursday,07-10-2021 03:48,QUEENS,40.73274,-73.86836,0,No Injury,0,Driver Inattention,4465588
Thursday,07-10-2021 04:36,BROOKLYN,40.68297,-73.97667,1,Injured,0,Following Too Closely,4465176
Thursday,07-10-2021 05:00,QUEENS,40.73396,-73.80735,0,No Injury,0,Fell Asleep,4465383
Thursday,07-10-2021 05:30,MANHATTAN,40.7452028,-73.9945236,1,Injured,0,Following Too Closely,4466721
Thursday,07-10-2021 06:13,BRONX,40.895374,-73.86356,1,Injured,0,Turning Improperly,4465215
Thursday,07-10-2021 06:28,BRONX,40.831745,-73.892426,0,No Injury,0,Failure to Yield Right-of-Way,4465171
Thursday,07-10-2021 06:50,BROOKLYN,40.618973,-74.00523,1,Injured,0,Failure to Yield Right-of-Way,4465600
Thursday,07-10-2021 07:25,BROOKLYN,40.6870097,-73.9196066,0,No Injury,0,Tire Failure,4465821
Thursday,07-10-2021 07:58,BROOKLYN,40.684032,-73.91742,1,Injured,0,Failure to Yield Right-of-Way,4465418
Thursday,07-10-2021 08:00,MANHATTAN,40.825756,-73.95094,0,No Injury,0,Passing Too Closely,4465475
Thursday,07-10-2021 08:00,BRONX,40.883556,-73.84974,1,Injured,0,Traffic Control Disregarded,4465222
Thursday,07-10-2021 08:03,MANHATTAN,40.7978898,-73.9368996,1,Injured,0,Other Vehicular,4466744
Thursday,07-10-2021 08:11,QUEENS,40.711845,-73.859764,1,Injured,0,Failure to Yield Right-of-Way,4465396
Thursday,07-10-2021 08:15,STATEN ISLAND,40.560085,-74.16505,0,No Injury,0,Following Too Closely,4465409
Thursday,07-10-2021 08:30,QUEENS,40.6000251,-73.757404,0,No Injury,0,Reaction to Uninvolved Vehicle,4466451
Thursday,07-10-2021 08:30,MANHATTAN,40.7909056,-73.9391302,1,Injured,0,Glare,4465991
Thursday,07-10-2021 08:40,QUEENS,40.693592,-73.75122,0,No Injury,0,Reaction to Uninvolved Vehicle,4465254
Thursday,07-10-2021 08:45,STATEN ISLAND,40.603844,-74.12074,1,Injured,0,Passing or Lane Usage Improper,4465411
Thursday,07-10-2021 09:00,QUEENS,40.70002,-73.801315,0,No Injury,0,Driver Inattention,4477402
Thursday,07-10-2021 09:00,MANHATTAN,40.788273,-73.97239,0,No Injury,0,Passing Too Closely,4465307
Thursday,07-10-2021 09:00,BRONX,40.88599,-73.82792,0,No Injury,0,Driver Inattention,4465835
Thursday,07-10-2021 09:10,BROOKLYN,40.703575,-73.93282,1,Injured,0,Failure to Yield Right-of-Way,4465233
Thursday,07-10-2021 09:11,QUEENS,40.66705,-73.77417,0,No Injury,0,Unsafe Lane Changing,4465452
Thursday,07-10-2021 09:11,QUEENS,40.74341,-73.85152,0,No Injury,0,Failure to Yield Right-of-Way,4465401
Thursday,07-10-2021 09:15,QUEENS,40.734673,-73.87435,1,Injured,0,Traffic Control Disregarded,4465260
Thursday,07-10-2021 09:20,BROOKLYN,40.62497,-73.978485,0,No Injury,0,Driver Inattention,4465654
Thursday,07-10-2021 09:45,QUEENS,40.671932,-73.85165,0,No Injury,0,Unsafe Lane Changing,4465245
Thursday,07-10-2021 09:55,BRONX,40.83,-73.91812,0,No Injury,0,Driver Inattention,4465346
Thursday,07-10-2021 10:00,BROOKLYN,40.67346,-73.97942,0,No Injury,0,Passing or Lane Usage Improper,4465955
Thursday,07-10-2021 10:45,MANHATTAN,40.776724,-73.9792859,0,No Injury,0,Other Vehicular,4468498
Thursday,07-10-2021 10:50,BROOKLYN,40.7093173,-73.9329972,0,No Injury,0,Passing Too Closely,4468093
Thursday,07-10-2021 10:55,QUEENS,40.759884,-73.9368,0,No Injury,0,Driver Inattention,4465304
Thursday,07-10-2021 10:58,QUEENS,40.66563,-73.73921,1,Injured,0,Following Too Closely,4465310
Thursday,07-10-2021 11:10,BRONX,40.855118,-73.8677,1,Injured,0,Driver Inattention,4465330
Thursday,07-10-2021 11:18,STATEN ISLAND,40.59241,-74.109116,0,No Injury,0,Failure to Yield Right-of-Way,4465410
Thursday,07-10-2021 11:30,MANHATTAN,40.7619084,-73.9696292,0,No Injury,0,Other Vehicular,4466311
Thursday,07-10-2021 11:30,BROOKLYN,40.620094,-73.96328,1,Injured,0,Failure to Yield Right-of-Way,4465624
Thursday,07-10-2021 11:33,MANHATTAN,40.776016,-73.98724,1,Injured,0,View Obstructed,4465723
Thursday,07-10-2021 11:45,MANHATTAN,40.7999524,-73.9544023,1,Injured,0,Driver Inattention,4470784
